Date,Fecha_Objetivo,close,Close_Siguiente,Objetivo,Logistica_probabilidad,Logistica_clase,Base_mayoritaria_probabilidad,Base_mayoritaria_clase,PyTorch_MLP_probabilidad,PyTorch_MLP_clase,Keras_LSTM_probabilidad,Keras_LSTM_clase
2020-01-06,2020-01-07,15.97,15.869999885559082,0,0.5271984,1,0.0,0,0.46257195,0,0.46418333,0
2020-01-07,2020-01-08,15.87,16.040000915527344,1,0.4625159,0,0.0,0,0.45981815,0,0.4639483,0
2020-01-08,2020-01-09,16.04,16.649999618530273,1,0.5313333,1,0.0,0,0.45781827,0,0.46494457,0
2020-01-09,2020-01-10,16.65,16.3700008392334,0,0.4989011,0,0.0,0,0.46040356,0,0.46344733,0
2020-01-10,2020-01-13,16.37,15.619999885559082,0,0.43762666,0,0.0,0,0.4555301,0,0.46080476,0
2020-01-13,2020-01-14,15.62,15.470000267028809,0,0.42036387,0,0.0,0,0.44938284,0,0.46506283,0
2020-01-14,2020-01-15,15.47,14.829999923706056,0,0.43705362,0,0.0,0,0.45046693,0,0.46970043,0
2020-01-15,2020-01-16,14.83,15.260000228881836,1,0.4324027,0,0.0,0,0.44899568,0,0.4748924,0
2020-01-16,2020-01-17,15.26,15.600000381469728,1,0.5070977,1,0.0,0,0.45265663,0,0.47928774,0
2020-01-17,2020-01-21,15.6,15.079999923706056,0,0.49839163,0,0.0,0,0.45255977,0,0.47761655,0
2020-01-21,2020-01-22,15.08,14.970000267028809,0,0.44068,0,0.0,0,0.4481141,0,0.47755533,0
2020-01-22,2020-01-23,14.97,14.550000190734863,0,0.45083562,0,0.0,0,0.44887936,0,0.47976223,0
2020-01-23,2020-01-24,14.55,13.989999771118164,0,0.4396994,0,0.0,0,0.4487085,0,0.48191425,0
2020-01-24,2020-01-27,13.99,13.75,0,0.4355925,0,0.0,0,0.44977346,0,0.48821014,0
2020-01-27,2020-01-28,13.75,14.449999809265137,1,0.472974,0,0.0,0,0.44726697,0,0.49545687,0
2020-01-28,2020-01-29,14.45,14.40999984741211,0,0.4659845,0,0.0,0,0.45094472,0,0.49155805,0
2020-01-29,2020-01-30,14.41,14.84000015258789,1,0.48102662,0,0.0,0,0.44854012,0,0.48537338,0
2020-01-30,2020-01-31,14.84,14.350000381469728,0,0.4732475,0,0.0,0,0.45274174,0,0.4803322,0
2020-01-31,2020-02-03,14.35,15.1899995803833,1,0.41109496,0,0.0,0,0.44782043,0,0.47939247,0
2020-02-03,2020-02-04,15.19,14.800000190734863,0,0.5041233,1,0.0,0,0.4499793,0,0.47130916,0
2020-02-04,2020-02-05,14.8,14.729999542236328,0,0.4101971,0,0.0,0,0.44068637,0,0.47335577,0
2020-02-05,2020-02-06,14.73,14.800000190734863,1,0.4499425,0,0.0,0,0.4481749,0,0.47474116,0
2020-02-06,2020-02-07,14.8,14.979999542236328,1,0.4516261,0,0.0,0,0.45160583,0,0.47423506,0
2020-02-07,2020-02-10,14.98,14.989999771118164,1,0.4311244,0,0.0,0,0.44970667,0,0.47375572,0
2020-02-10,2020-02-11,14.99,14.65999984741211,0,0.45371246,0,0.0,0,0.4554432,0,0.47099224,0
2020-02-11,2020-02-12,14.66,14.8100004196167,1,0.44263408,0,0.0,0,0.45028773,0,0.4742861,0
2020-02-12,2020-02-13,14.81,13.579999923706056,0,0.44935358,0,0.0,0,0.4541137,0,0.47335947,0
2020-02-13,2020-02-14,13.58,13.789999961853027,1,0.40514153,0,0.0,0,0.438294,0,0.48336124,0
2020-02-14,2020-02-18,13.79,13.699999809265137,0,0.4647523,0,0.0,0,0.44939005,0,0.4891387,0
2020-02-18,2020-02-19,13.7,14.09000015258789,1,0.47736612,0,0.0,0,0.45309567,0,0.48946688,0
2020-02-19,2020-02-20,14.09,14.3100004196167,1,0.4933625,0,0.0,0,0.45248505,0,0.48697448,0
2020-02-20,2020-02-21,14.31,14.489999771118164,1,0.46963874,0,0.0,0,0.44834712,0,0.48246062,0
2020-02-21,2020-02-24,14.49,13.949999809265137,0,0.46250987,0,0.0,0,0.4521346,0,0.47665757,0
2020-02-24,2020-02-25,13.95,13.25,0,0.45766503,0,0.0,0,0.45007598,0,0.4770989,0
2020-02-25,2020-02-26,13.25,13.300000190734863,1,0.40291423,0,0.0,0,0.44749132,0,0.48547918,0
2020-02-26,2020-02-27,13.3,13.029999732971191,0,0.4795237,0,0.0,0,0.4516757,0,0.48887053,0
2020-02-27,2020-02-28,13.03,12.640000343322754,0,0.4857904,0,0.0,0,0.4502244,0,0.49252886,0
2020-02-28,2020-03-02,12.64,13.079999923706056,1,0.48933688,0,0.0,0,0.4437953,0,0.4965182,0
2020-03-02,2020-03-03,13.08,12.960000038146973,0,0.46316054,0,0.0,0,0.45230463,0,0.4947667,0
2020-03-03,2020-03-04,12.96,13.56999969482422,1,0.47619343,0,0.0,0,0.448507,0,0.48956454,0
2020-03-04,2020-03-05,13.57,13.1899995803833,0,0.46350017,0,0.0,0,0.4546183,0,0.47768945,0
2020-03-05,2020-03-06,13.19,12.220000267028809,0,0.4676782,0,0.0,0,0.45171627,0,0.47657624,0
2020-03-06,2020-03-09,12.22,9.960000038146973,0,0.48226756,0,0.0,0,0.44727063,0,0.48685792,0
2020-03-09,2020-03-10,9.96,11.0600004196167,1,0.48124164,0,0.0,0,0.42614007,0,0.46943694,0
2020-03-10,2020-03-11,11.06,10.15999984741211,0,0.46527356,0,0.0,0,0.44980597,0,0.4722926,0
2020-03-11,2020-03-12,10.16,8.729999542236328,0,0.4465012,0,0.0,0,0.43647075,0,0.46310997,0
2020-03-12,2020-03-13,8.73,9.210000038146973,1,0.5007775,1,0.0,0,0.43457088,0,0.4487457,0
2020-03-13,2020-03-16,9.21,7.139999866485596,0,0.4065997,0,0.0,0,0.43361944,0,0.45297855,0
2020-03-16,2020-03-17,7.14,7.639999866485596,1,0.5818105,1,0.0,0,0.44447717,0,0.43492994,0
2020-03-17,2020-03-18,7.64,6.079999923706055,0,0.4231954,0,0.0,0,0.44040227,0,0.44072333,0
2020-03-18,2020-03-19,6.08,6.099999904632568,1,0.46786657,0,0.0,0,0.4462031,0,0.42494115,0
2020-03-19,2020-03-20,6.1,6.809999942779541,1,0.55231494,1,0.0,0,0.43679512,0,0.43335867,0
2020-03-20,2020-03-23,6.81,6.449999809265137,0,0.4876228,0,0.0,0,0.44901788,0,0.45295066,0
2020-03-23,2020-03-24,6.45,7.269999980926514,1,0.4144399,0,0.0,0,0.4536273,0,0.41413158,0
2020-03-24,2020-03-25,7.27,7.619999885559082,1,0.4517041,0,0.0,0,0.46245876,0,0.49698913,0
2020-03-25,2020-03-26,7.62,7.849999904632568,1,0.43612173,0,0.0,0,0.45404252,0,0.5032153,1
2020-03-26,2020-03-27,7.85,6.739999771118164,0,0.43454495,0,0.0,0,0.45500535,0,0.4781765,0
2020-03-27,2020-03-30,6.74,6.730000019073486,0,0.44680804,0,0.0,0,0.4651656,0,0.38809174,0
2020-03-30,2020-03-31,6.73,7.050000190734863,1,0.39911512,0,0.0,0,0.45317388,0,0.37554798,0
2020-03-31,2020-04-01,7.05,6.789999961853027,0,0.499761,0,0.0,0,0.45147735,0,0.38463223,0
2020-04-01,2020-04-02,6.79,7.199999809265137,1,0.4624393,0,0.0,0,0.4571511,0,0.37100512,0
2020-04-02,2020-04-03,7.2,7.340000152587891,1,0.44953582,0,0.0,0,0.45903614,0,0.39489332,0
2020-04-03,2020-04-06,7.34,7.010000228881836,0,0.4376505,0,0.0,0,0.45217502,0,0.3921712,0
2020-04-06,2020-04-07,7.01,6.929999828338623,0,0.43987685,0,0.0,0,0.45350525,0,0.36997157,0
2020-04-07,2020-04-08,6.93,7.199999809265137,1,0.43968096,0,0.0,0,0.44555157,0,0.36302024,0
2020-04-08,2020-04-09,7.2,7.090000152587891,0,0.45558766,0,0.0,0,0.45136085,0,0.37628117,0
2020-04-09,2020-04-13,7.09,6.829999923706055,0,0.4363109,0,0.0,0,0.45442957,0,0.3730928,0
2020-04-13,2020-04-14,6.83,7.119999885559082,1,0.44848046,0,0.0,0,0.45550197,0,0.3667897,0
2020-04-14,2020-04-15,7.12,7.579999923706055,1,0.46781746,0,0.0,0,0.45565417,0,0.38030118,0
2020-04-15,2020-04-16,7.58,7.480000019073486,0,0.50603026,1,0.0,0,0.45819208,0,0.38696977,0
2020-04-16,2020-04-17,7.48,7.329999923706055,0,0.45451987,0,0.0,0,0.46005288,0,0.371883,0
2020-04-17,2020-04-20,7.33,7.320000171661377,0,0.45342696,0,0.0,0,0.4573677,0,0.3632382,0
2020-04-20,2020-04-21,7.32,6.849999904632568,0,0.51061904,1,0.0,0,0.46003577,0,0.35967448,0
2020-04-21,2020-04-22,6.85,6.670000076293945,0,0.48579016,0,0.0,0,0.45737365,0,0.3735391,0
2020-04-22,2020-04-23,6.67,6.300000190734863,0,0.48188832,0,0.0,0,0.45711377,0,0.38183182,0
2020-04-23,2020-04-24,6.3,6.099999904632568,0,0.47744536,0,0.0,0,0.44663122,0,0.38385358,0
2020-04-24,2020-04-27,6.1,5.929999828338623,0,0.50072783,1,0.0,0,0.45059034,0,0.39577094,0
2020-04-27,2020-04-28,5.93,6.980000019073486,1,0.47863704,0,0.0,0,0.44650438,0,0.3995114,0
2020-04-28,2020-04-29,6.98,7.480000019073486,1,0.52137953,1,0.0,0,0.46835592,0,0.4663621,0
2020-04-29,2020-04-30,7.48,7.119999885559082,0,0.45479646,0,0.0,0,0.46409395,0,0.48885584,0
2020-04-30,2020-05-01,7.12,6.630000114440918,0,0.49503583,0,0.0,0,0.4597507,0,0.46627402,0
2020-05-01,2020-05-04,6.63,7.059999942779541,1,0.46475106,0,0.0,0,0.46279964,0,0.44805193,0
2020-05-04,2020-05-05,7.06,6.900000095367432,0,0.4807029,0,0.0,0,0.464831,0,0.46101645,0
2020-05-05,2020-05-06,6.9,7.25,1,0.48857883,0,0.0,0,0.46256495,0,0.45196488,0
2020-05-06,2020-05-07,7.25,7.840000152587891,1,0.48298395,0,0.0,0,0.46472374,0,0.47348896,0
2020-05-07,2020-05-08,7.84,8.100000381469727,1,0.5224805,1,0.0,0,0.46118882,0,0.48550972,0
2020-05-08,2020-05-11,8.1,8.8100004196167,1,0.50997037,1,0.0,0,0.46189338,0,0.49378103,0
2020-05-11,2020-05-12,8.81,8.729999542236328,0,0.51177627,1,0.0,0,0.47427145,0,0.5165893,1
2020-05-12,2020-05-13,8.73,7.929999828338623,0,0.51712614,1,0.0,0,0.46050486,0,0.5014285,1
2020-05-13,2020-05-14,7.93,8.460000038146973,1,0.44728532,0,0.0,0,0.4573197,0,0.48606488,0
2020-05-14,2020-05-15,8.46,8.399999618530273,0,0.5414814,1,0.0,0,0.4658713,0,0.4811699,0
2020-05-15,2020-05-18,8.4,8.890000343322754,1,0.51129806,1,0.0,0,0.4671945,0,0.49068108,0
2020-05-18,2020-05-19,8.89,8.489999771118164,0,0.44399533,0,0.0,0,0.47105375,0,0.5112307,1
2020-05-19,2020-05-20,8.49,8.760000228881836,1,0.469123,0,0.0,0,0.46500123,0,0.5054226,1
2020-05-20,2020-05-21,8.76,9.380000114440918,1,0.5183112,1,0.0,0,0.46775064,0,0.51432097,1
2020-05-21,2020-05-22,9.38,9.510000228881836,1,0.52897316,1,0.0,0,0.4715093,0,0.52055746,1
2020-05-22,2020-05-26,9.51,9.529999732971191,1,0.50335467,1,0.0,0,0.46576554,0,0.50959295,1
2020-05-26,2020-05-27,9.53,9.65999984741211,1,0.50097084,1,0.0,0,0.46296525,0,0.50034696,1
2020-05-27,2020-05-28,9.66,8.829999923706055,0,0.4410562,0,0.0,0,0.46574444,0,0.49459162,0
2020-05-28,2020-05-29,8.83,8.010000228881836,0,0.4622826,0,0.0,0,0.45895204,0,0.48497722,0
2020-05-29,2020-06-01,8.01,8.529999732971191,1,0.4628934,0,0.0,0,0.43672615,0,0.4365722,0
2020-06-01,2020-06-02,8.53,9.390000343322754,1,0.5243052,1,0.0,0,0.46519664,0,0.4456717,0
2020-06-02,2020-06-03,9.39,10.15999984741211,1,0.5434343,1,0.0,0,0.4698746,0,0.49720854,0
2020-06-03,2020-06-04,10.16,10.18000030517578,1,0.5192178,1,0.0,0,0.47518197,0,0.51066375,1
2020-06-04,2020-06-05,10.18,10.369999885559082,1,0.454067,0,0.0,0,0.47250482,0,0.49437553,0
2020-06-05,2020-06-08,10.37,11.5,1,0.48461992,0,0.0,0,0.4763651,0,0.48403043,0
2020-06-08,2020-06-09,11.5,10.770000457763672,0,0.5086223,1,0.0,0,0.49491048,0,0.48070854,0
2020-06-09,2020-06-10,10.77,10.859999656677246,1,0.47094512,0,0.0,0,0.46757385,0,0.46456024,0
2020-06-10,2020-06-11,10.86,9.979999542236328,0,0.5134516,1,0.0,0,0.47527793,0,0.4668679,0
2020-06-11,2020-06-12,9.98,10.75,1,0.5108698,1,0.0,0,0.4602926,0,0.47606465,0
2020-06-12,2020-06-15,10.75,10.43000030517578,0,0.4636247,0,0.0,0,0.47987986,0,0.4801272,0
2020-06-15,2020-06-16,10.43,10.390000343322754,0,0.5241754,1,0.0,0,0.47560474,0,0.47866035,0
2020-06-16,2020-06-17,10.39,10.0600004196167,0,0.45303872,0,0.0,0,0.4690591,0,0.47825634,0
2020-06-17,2020-06-18,10.06,9.329999923706056,0,0.4965349,0,0.0,0,0.4634616,0,0.47093582,0
2020-06-18,2020-06-19,9.33,10.220000267028809,1,0.5478197,1,0.0,0,0.44937706,0,0.44317776,0
2020-06-19,2020-06-22,10.22,9.850000381469728,0,0.50733757,1,0.0,0,0.46005905,0,0.44041672,0
2020-06-22,2020-06-23,9.85,10.239999771118164,1,0.4489127,0,0.0,0,0.4599076,0,0.44700852,0
2020-06-23,2020-06-24,10.24,10.039999961853027,0,0.52490026,1,0.0,0,0.4626029,0,0.44680446,0
2020-06-24,2020-06-25,10.04,10.670000076293944,1,0.48192105,0,0.0,0,0.45867765,0,0.43994236,0
2020-06-25,2020-06-26,10.67,10.210000038146973,0,0.5166584,1,0.0,0,0.4647802,0,0.443294,0
2020-06-26,2020-06-29,10.21,10.329999923706056,1,0.44707033,0,0.0,0,0.46186116,0,0.4583837,0
2020-06-29,2020-06-30,10.33,9.699999809265137,0,0.48039833,0,0.0,0,0.4640872,0,0.45214975,0
2020-06-30,2020-07-01,9.7,9.770000457763672,1,0.46645352,0,0.0,0,0.45307088,0,0.43912676,0
2020-07-01,2020-07-02,9.77,9.220000267028809,0,0.5022667,1,0.0,0,0.46020645,0,0.43584996,0
2020-07-02,2020-07-06,9.22,11.31999969482422,1,0.45460737,0,0.0,0,0.4477656,0,0.42519307,0
2020-07-06,2020-07-07,11.32,10.890000343322754,0,0.43477988,0,0.0,0,0.47693822,0,0.45627522,0
2020-07-07,2020-07-08,10.89,11.029999732971191,1,0.44088483,0,0.0,0,0.4597887,0,0.4547297,0
2020-07-08,2020-07-09,11.03,10.520000457763672,0,0.46330756,0,0.0,0,0.47144496,0,0.46211645,0
2020-07-09,2020-07-10,10.52,11.369999885559082,1,0.443295,0,0.0,0,0.46356335,0,0.46773922,0
2020-07-10,2020-07-13,11.37,11.34000015258789,0,0.50100774,1,0.0,0,0.47738916,0,0.47102672,0
2020-07-13,2020-07-14,11.34,11.270000457763672,0,0.5075112,1,0.0,0,0.46156898,0,0.46113804,0
2020-07-14,2020-07-15,11.27,11.68000030517578,1,0.44318658,0,0.0,0,0.46458516,0,0.4648674,0
2020-07-15,2020-07-16,11.68,11.510000228881836,0,0.4817535,0,0.0,0,0.46430475,0,0.4533854,0
2020-07-16,2020-07-17,11.51,11.229999542236328,0,0.48140162,0,0.0,0,0.46656027,0,0.44802415,0
2020-07-17,2020-07-20,11.23,10.890000343322754,0,0.46209595,0,0.0,0,0.46002105,0,0.44988358,0
2020-07-20,2020-07-21,10.89,11.359999656677246,1,0.5030451,1,0.0,0,0.46033716,0,0.45374408,0
2020-07-21,2020-07-22,11.36,12.300000190734863,1,0.54849994,1,0.0,0,0.45751604,0,0.42804995,0
2020-07-22,2020-07-23,12.3,12.470000267028809,1,0.518039,1,0.0,0,0.46607986,0,0.44393176,0
2020-07-23,2020-07-24,12.47,12.470000267028809,0,0.522808,1,0.0,0,0.46431148,0,0.4413234,0
2020-07-24,2020-07-27,12.47,12.770000457763672,1,0.51088184,1,0.0,0,0.4652497,0,0.43986914,0
2020-07-27,2020-07-28,12.77,12.220000267028809,0,0.5245352,1,0.0,0,0.4672788,0,0.4372061,0
2020-07-28,2020-07-29,12.22,12.31999969482422,1,0.47389406,0,0.0,0,0.46346158,0,0.4472336,0
2020-07-29,2020-07-30,12.32,12.119999885559082,0,0.47732657,0,0.0,0,0.4694847,0,0.45337936,0
2020-07-30,2020-07-31,12.12,12.0,0,0.4685722,0,0.0,0,0.46326017,0,0.45969012,0
2020-07-31,2020-08-03,12.0,13.270000457763672,1,0.4746259,0,0.0,0,0.46489376,0,0.46489137,0
2020-08-03,2020-08-04,13.27,13.050000190734863,0,0.63322896,1,0.0,0,0.46666476,0,0.45425284,0
2020-08-04,2020-08-05,13.05,12.649999618530272,0,0.35758,0,0.0,0,0.45249328,0,0.4531902,0
2020-08-05,2020-08-06,12.65,12.6899995803833,1,0.4834412,0,0.0,0,0.4586376,0,0.45628855,0
2020-08-06,2020-08-07,12.69,12.850000381469728,1,0.46633193,0,0.0,0,0.46364427,0,0.4575099,0
2020-08-07,2020-08-10,12.85,12.4399995803833,0,0.44606078,0,0.0,0,0.46523666,0,0.45861304,0
2020-08-10,2020-08-11,12.44,11.859999656677246,0,0.5319469,1,0.0,0,0.4624393,0,0.46728402,0
2020-08-11,2020-08-12,11.86,11.460000038146973,0,0.44275305,0,0.0,0,0.45384216,0,0.47670367,0
2020-08-12,2020-08-13,11.46,11.529999732971191,1,0.42790166,0,0.0,0,0.45034555,0,0.47507095,0
2020-08-13,2020-08-14,11.53,11.369999885559082,0,0.5364565,1,0.0,0,0.45770982,0,0.4800855,0
2020-08-14,2020-08-17,11.37,10.789999961853027,0,0.4468522,0,0.0,0,0.45881227,0,0.48955455,0
2020-08-17,2020-08-18,10.79,10.65999984741211,0,0.4637938,0,0.0,0,0.45057932,0,0.48918167,0
2020-08-18,2020-08-19,10.66,10.369999885559082,0,0.47783872,0,0.0,0,0.45168608,0,0.47600153,0
2020-08-19,2020-08-20,10.37,10.25,0,0.46653536,0,0.0,0,0.4473833,0,0.46495992,0
2020-08-20,2020-08-21,10.25,10.109999656677246,0,0.48674285,0,0.0,0,0.44558406,0,0.4510948,0
2020-08-21,2020-08-24,10.11,10.0600004196167,0,0.47031873,0,0.0,0,0.4449426,0,0.44582942,0
2020-08-24,2020-08-25,10.06,10.170000076293944,1,0.4291965,0,0.0,0,0.44733575,0,0.44505477,0
2020-08-25,2020-08-26,10.17,10.039999961853027,0,0.42738524,0,0.0,0,0.45009124,0,0.4495694,0
2020-08-26,2020-08-27,10.04,9.899999618530272,0,0.46528703,0,0.0,0,0.45340943,0,0.4527112,0
2020-08-27,2020-08-28,9.9,10.600000381469728,1,0.45213425,0,0.0,0,0.45694304,0,0.45804098,0
2020-08-28,2020-08-31,10.6,10.329999923706056,0,0.48591736,0,0.0,0,0.45568928,0,0.4527272,0
2020-08-31,2020-09-01,10.33,10.399999618530272,1,0.42626607,0,0.0,0,0.4478241,0,0.4427687,0
2020-09-01,2020-09-02,10.4,10.109999656677246,0,0.42888117,0,0.0,0,0.45727473,0,0.44853124,0
2020-09-02,2020-09-03,10.11,10.279999732971191,1,0.43027073,0,0.0,0,0.45016998,0,0.43245912,0
2020-09-03,2020-09-04,10.28,10.18000030517578,0,0.48127878,0,0.0,0,0.45394975,0,0.43259495,0
2020-09-04,2020-09-08,10.18,10.260000228881836,1,0.43388736,0,0.0,0,0.4547552,0,0.43665594,0
2020-09-08,2020-09-09,10.26,10.279999732971191,1,0.4950318,0,0.0,0,0.45625004,0,0.43762174,0
2020-09-09,2020-09-10,10.28,10.25,0,0.47394657,0,0.0,0,0.45635748,0,0.43563768,0
2020-09-10,2020-09-11,10.25,9.739999771118164,0,0.4827194,0,0.0,0,0.45536608,0,0.43013588,0
2020-09-11,2020-09-14,9.74,9.210000038146973,0,0.437823,0,0.0,0,0.45182294,0,0.42213303,0
2020-09-14,2020-09-15,9.21,9.170000076293944,0,0.45814028,0,0.0,0,0.44306752,0,0.4100944,0
2020-09-15,2020-09-16,9.17,8.359999656677246,0,0.45788315,0,0.0,0,0.4450272,0,0.40725338,0
2020-09-16,2020-09-17,8.36,7.880000114440918,0,0.51434237,1,0.0,0,0.4326932,0,0.39983842,0
2020-09-17,2020-09-18,7.88,7.860000133514404,0,0.47574344,0,0.0,0,0.43991283,0,0.4029183,0
2020-09-18,2020-09-21,7.86,7.599999904632568,0,0.4660665,0,0.0,0,0.43308863,0,0.40601975,0
2020-09-21,2020-09-22,7.6,7.25,0,0.46733722,0,0.0,0,0.4448566,0,0.4109031,0
2020-09-22,2020-09-23,7.25,6.860000133514404,0,0.47052878,0,0.0,0,0.4482429,0,0.4108762,0
2020-09-23,2020-09-24,6.86,7.630000114440918,1,0.48522356,0,0.0,0,0.4452174,0,0.40853417,0
2020-09-24,2020-09-25,7.63,7.400000095367432,0,0.48926637,0,0.0,0,0.4451363,0,0.43896854,0
2020-09-25,2020-09-28,7.4,7.230000019073486,0,0.44016194,0,0.0,0,0.44656608,0,0.40544096,0
2020-09-28,2020-09-29,7.23,7.159999847412109,0,0.48370805,0,0.0,0,0.44936594,0,0.39406735,0
2020-09-29,2020-09-30,7.16,7.239999771118164,1,0.47671613,0,0.0,0,0.45068467,0,0.39016256,0
2020-09-30,2020-10-01,7.24,7.420000076293945,1,0.44358933,0,0.0,0,0.4538555,0,0.39805833,0
2020-10-01,2020-10-02,7.42,7.289999961853027,0,0.471475,0,0.0,0,0.45240024,0,0.40150303,0
2020-10-02,2020-10-05,7.29,7.119999885559082,0,0.47394937,0,0.0,0,0.46213934,0,0.3968202,0
2020-10-05,2020-10-06,7.12,6.909999847412109,0,0.46939895,0,0.0,0,0.44821572,0,0.37754714,0
2020-10-06,2020-10-07,6.91,7.059999942779541,1,0.48249757,0,0.0,0,0.4488258,0,0.37208518,0
2020-10-07,2020-10-08,7.06,7.25,1,0.4713923,0,0.0,0,0.45529103,0,0.3845594,0
2020-10-08,2020-10-09,7.25,7.059999942779541,0,0.4676616,0,0.0,0,0.45863396,0,0.39380276,0
2020-10-09,2020-10-12,7.06,7.0,0,0.45692563,0,0.0,0,0.45781463,0,0.38325405,0
2020-10-12,2020-10-13,7.0,6.789999961853027,0,0.46305355,0,0.0,0,0.45797244,0,0.38119403,0
2020-10-13,2020-10-14,6.79,6.610000133514404,0,0.4625926,0,0.0,0,0.45392385,0,0.37203667,0
2020-10-14,2020-10-15,6.61,6.559999942779541,0,0.4724685,0,0.0,0,0.44805834,0,0.36509684,0
2020-10-15,2020-10-16,6.56,6.760000228881836,1,0.49855626,0,0.0,0,0.45178527,0,0.37040633,0
2020-10-16,2020-10-19,6.76,6.889999866485596,1,0.48629093,0,0.0,0,0.453026,0,0.37847123,0
2020-10-19,2020-10-20,6.89,6.610000133514404,0,0.50861835,1,0.0,0,0.45461515,0,0.37651002,0
2020-10-20,2020-10-21,6.61,6.489999771118164,0,0.4796513,0,0.0,0,0.454173,0,0.36965474,0
2020-10-21,2020-10-22,6.49,6.599999904632568,1,0.48156577,0,0.0,0,0.45424658,0,0.36885163,0
2020-10-22,2020-10-23,6.6,6.650000095367432,1,0.48336327,0,0.0,0,0.45648697,0,0.3750909,0
2020-10-23,2020-10-26,6.65,6.71999979019165,1,0.4797797,0,0.0,0,0.46278453,0,0.38406456,0
2020-10-26,2020-10-27,6.72,6.360000133514404,0,0.4897415,0,0.0,0,0.46145356,0,0.38479993,0
2020-10-27,2020-10-28,6.36,6.119999885559082,0,0.50068223,1,0.0,0,0.46198055,0,0.38977882,0
2020-10-28,2020-10-29,6.12,6.309999942779541,1,0.5038526,1,0.0,0,0.4537214,0,0.38454458,0
2020-10-29,2020-10-30,6.31,6.260000228881836,0,0.4949043,0,0.0,0,0.45637834,0,0.39642018,0
2020-10-30,2020-11-02,6.26,6.940000057220459,1,0.47978413,0,0.0,0,0.46018648,0,0.40143064,0
2020-11-02,2020-11-03,6.94,7.050000190734863,1,0.49433547,0,0.0,0,0.462701,0,0.4197075,0
2020-11-03,2020-11-04,7.05,7.019999980926514,0,0.4751145,0,0.0,0,0.46258816,0,0.4085514,0
2020-11-04,2020-11-05,7.02,7.519999980926514,1,0.4747935,0,0.0,0,0.46309686,0,0.4111734,0
2020-11-05,2020-11-06,7.52,7.610000133514404,1,0.50274754,1,0.0,0,0.46309048,0,0.41024247,0
2020-11-06,2020-11-09,7.61,8.09000015258789,1,0.45982864,0,0.0,0,0.46277896,0,0.42320725,0
2020-11-09,2020-11-10,8.09,8.800000190734863,1,0.52248454,1,0.0,0,0.4653645,0,0.4436601,0
2020-11-10,2020-11-11,8.8,8.300000190734863,0,0.50404423,1,0.0,0,0.47032487,0,0.4842585,0
2020-11-11,2020-11-12,8.3,7.909999847412109,0,0.4821693,0,0.0,0,0.462117,0,0.49646825,0
2020-11-12,2020-11-13,7.91,8.260000228881836,1,0.49611005,0,0.0,0,0.46210378,0,0.49854106,0
2020-11-13,2020-11-16,8.26,8.369999885559082,1,0.5217319,1,0.0,0,0.47136343,0,0.5208379,1
2020-11-16,2020-11-17,8.37,8.609999656677246,1,0.46483687,0,0.0,0,0.47144026,0,0.5237894,1
2020-11-17,2020-11-18,8.61,8.1899995803833,0,0.51329815,1,0.0,0,0.4731706,0,0.5317938,1
2020-11-18,2020-11-19,8.19,8.329999923706055,1,0.49768913,0,0.0,0,0.46626848,0,0.5240842,1
2020-11-19,2020-11-20,8.33,8.119999885559082,0,0.5188277,1,0.0,0,0.46802622,0,0.5313816,1
2020-11-20,2020-11-23,8.12,8.3100004196167,1,0.49212673,0,0.0,0,0.4646277,0,0.5213419,1
2020-11-23,2020-11-24,8.31,8.819999694824219,1,0.48293644,0,0.0,0,0.4668951,0,0.5213802,1
2020-11-24,2020-11-25,8.82,8.760000228881836,0,0.5259664,1,0.0,0,0.46536148,0,0.5236333,1
2020-11-25,2020-11-27,8.76,9.06999969482422,1,0.4611572,0,0.0,0,0.473658,0,0.5120106,1
2020-11-27,2020-11-30,9.07,8.609999656677246,0,0.51444256,1,0.0,0,0.4754278,0,0.5177115,1
2020-11-30,2020-12-01,8.61,8.859999656677246,1,0.47662967,0,0.0,0,0.46243775,0,0.5049653,1
2020-12-01,2020-12-02,8.86,9.119999885559082,1,0.5058692,1,0.0,0,0.46803665,0,0.5092821,1
2020-12-02,2020-12-03,9.12,8.970000267028809,0,0.5258736,1,0.0,0,0.47034296,0,0.50466526,1
2020-12-03,2020-12-04,8.97,9.079999923706056,1,0.50738066,1,0.0,0,0.46901184,0,0.49613628,0
2020-12-04,2020-12-07,9.08,8.949999809265137,0,0.5015673,1,0.0,0,0.4662495,0,0.4947649,0
2020-12-07,2020-12-08,8.95,8.720000267028809,0,0.48688412,0,0.0,0,0.46542096,0,0.48738924,0
2020-12-08,2020-12-09,8.72,8.789999961853027,1,0.47521666,0,0.0,0,0.46587068,0,0.48513547,0
2020-12-09,2020-12-10,8.79,9.380000114440918,1,0.46726027,0,0.0,0,0.4678794,0,0.4855824,0
2020-12-10,2020-12-11,9.38,8.989999771118164,0,0.51654595,1,0.0,0,0.46665037,0,0.48396817,0
2020-12-11,2020-12-14,8.99,8.8100004196167,0,0.4968609,0,0.0,0,0.46396017,0,0.47832316,0
2020-12-14,2020-12-15,8.81,9.0600004196167,1,0.49286166,0,0.0,0,0.4675799,0,0.47821763,0
2020-12-15,2020-12-16,9.06,9.039999961853027,0,0.46540517,0,0.0,0,0.46900845,0,0.48021358,0
