Date,Fecha_Objetivo,close,Close_Siguiente,Objetivo,Logistica_probabilidad,Logistica_clase,Base_mayoritaria_probabilidad,Base_mayoritaria_clase,PyTorch_MLP_probabilidad,PyTorch_MLP_clase,Keras_LSTM_probabilidad,Keras_LSTM_clase
2019-11-21,2019-11-22,12.69,12.739999771118164,1,0.42714116,0,0.0,0,0.45516476,0,0.45190713,0
2019-11-22,2019-11-25,12.74,12.8100004196167,1,0.49390623,0,0.0,0,0.45415524,0,0.44644192,0
2019-11-25,2019-11-26,12.81,12.899999618530272,1,0.48132282,0,0.0,0,0.4575909,0,0.44534597,0
2019-11-26,2019-11-27,12.9,13.779999732971191,1,0.45685247,0,0.0,0,0.45242494,0,0.4428399,0
2019-11-27,2019-11-29,13.78,13.359999656677246,0,0.5253165,1,0.0,0,0.45860645,0,0.4350779,0
2019-11-29,2019-12-02,13.36,12.850000381469728,0,0.4233127,0,0.0,0,0.45941332,0,0.4458752,0
2019-12-02,2019-12-03,12.85,12.869999885559082,1,0.4784203,0,0.0,0,0.4568171,0,0.4560175,0
2019-12-03,2019-12-04,12.87,13.420000076293944,1,0.45748132,0,0.0,0,0.4623456,0,0.46178892,0
2019-12-04,2019-12-05,13.42,13.229999542236328,0,0.5191353,1,0.0,0,0.4624081,0,0.45943516,0
2019-12-05,2019-12-06,13.23,13.800000190734863,1,0.44132748,0,0.0,0,0.4586297,0,0.4625452,0
2019-12-06,2019-12-09,13.8,14.050000190734863,1,0.5102111,1,0.0,0,0.4600198,0,0.45726994,0
2019-12-09,2019-12-10,14.05,13.25,0,0.45322728,0,0.0,0,0.45975545,0,0.45080993,0
2019-12-10,2019-12-11,13.25,13.199999809265137,0,0.43785042,0,0.0,0,0.45372894,0,0.46055698,0
2019-12-11,2019-12-12,13.2,13.960000038146973,1,0.46293038,0,0.0,0,0.46091577,0,0.46570578,0
2019-12-12,2019-12-13,13.96,14.75,1,0.55144787,1,0.0,0,0.46195605,0,0.46145904,0
2019-12-13,2019-12-16,14.75,14.470000267028809,0,0.5204408,1,0.0,0,0.46292892,0,0.45065153,0
2019-12-16,2019-12-17,14.47,14.539999961853027,1,0.43820933,0,0.0,0,0.45660895,0,0.45356157,0
2019-12-17,2019-12-18,14.54,14.789999961853027,1,0.46154237,0,0.0,0,0.4580772,0,0.4518552,0
2019-12-18,2019-12-19,14.79,14.800000190734863,1,0.5856983,1,0.0,0,0.45833778,0,0.44998115,0
2019-12-19,2019-12-20,14.8,15.0,1,0.47587213,0,0.0,0,0.4582329,0,0.45225665,0
2019-12-20,2019-12-23,15.0,16.34000015258789,1,0.47013703,0,0.0,0,0.4588705,0,0.45336947,0
2019-12-23,2019-12-24,16.34,16.479999542236328,1,0.562579,1,0.0,0,0.4665806,0,0.4416283,0
2019-12-24,2019-12-26,16.48,17.049999237060547,1,0.5614905,1,0.0,0,0.46228445,0,0.4428435,0
2019-12-26,2019-12-27,17.05,16.420000076293945,0,0.50109637,1,0.0,0,0.4629318,0,0.4379778,0
2019-12-27,2019-12-30,16.42,16.290000915527344,0,0.4143696,0,0.0,0,0.45602763,0,0.44785646,0
2019-12-30,2019-12-31,16.29,16.229999542236328,0,0.43741688,0,0.0,0,0.4609225,0,0.45107305,0
2019-12-31,2020-01-02,16.23,16.40999984741211,1,0.4864385,0,0.0,0,0.46562257,0,0.45439774,0
2020-01-02,2020-01-03,16.41,15.800000190734863,0,0.49146238,0,0.0,0,0.46048403,0,0.4584111,0
2020-01-03,2020-01-06,15.8,15.970000267028809,1,0.4550713,0,0.0,0,0.45549,0,0.46006185,0
