epoch,loss,val_loss
1,0.6936496013251809,0.7060019373893738
2,0.6924405070226749,0.7124097943305969
3,0.6918393372991152,0.7214869260787964
4,0.6913396961079828,0.7293205857276917
5,0.6909866310421489,0.7468507885932922
6,0.6906626641368361,0.7578378915786743
