epoch,loss,val_loss
1,0.702578604221344,0.6953963041305542
2,0.6937529444694519,0.6947972178459167
3,0.6915735006332397,0.6950834393501282
4,0.6902756094932556,0.6955092549324036
5,0.6891352534294128,0.6957850456237793
6,0.6882200837135315,0.6960684657096863
7,0.6873947381973267,0.6966565847396851
